,Methanobrevibacter_smithii,Methanosphaera_stadtmanae,Rothia_mucilaginosa,Propionibacterium_freudenreichii,Bifidobacterium_animalis,Bifidobacterium_bifidum,Bifidobacterium_breve,Bifidobacterium_catenulatum,Bifidobacterium_dentium,Bifidobacterium_pseudocatenulatum,Collinsella_intestinalis,Collinsella_unclassified,Eggerthella_sp_1_3_56FAA,Slackia_piriformis,Bacteroides_cellulosilyticus,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_intestinalis,Bacteroides_massiliensis,Bacteroides_salyersiae,Bacteroides_sp_2_1_22,Bacteroides_stercoris,Bacteroidales_bacterium_ph8,Barnesiella_intestinihominis,Odoribacter_laneus,Odoribacter_splanchnicus,Parabacteroides_goldsteinii,Parabacteroides_unclassified,Paraprevotella_clara,Paraprevotella_unclassified,Prevotella_copri,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_senegalensis,Alistipes_shahii,Alistipes_sp_AP11,Alistipes_sp_HGB5,Alistipes_unclassified,Enterococcus_avium,Enterococcus_faecalis,Enterococcus_faecium,Lactobacillus_acidophilus,Lactobacillus_casei_paracasei,Lactobacillus_fermentum,Lactobacillus_gasseri,Lactobacillus_plantarum,Lactobacillus_rhamnosus,Lactobacillus_salivarius,Pediococcus_acidilactici,Pediococcus_lolii,Pediococcus_unclassified,Leuconostoc_citreum,Lactococcus_lactis,Streptococcus_australis,Streptococcus_lutetiensis,Streptococcus_mutans,Streptococcus_sanguinis,Butyricicoccus_pullicaecorum,Clostridiaceae_bacterium_JC118,Clostridium_asparagiforme,Clostridium_butyricum,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_nexile,Clostridium_perfringens,Clostridium_scindens,Clostridium_sp_KLE_1755,Clostridium_sp_L2_50,Clostridium_symbiosum,Clostridiales_bacterium_1_7_47FAA,Eubacterium_siraeum,Eubacterium_sp_3_1_31,Eubacterium_ventriosum,Anaerostipes_caccae,Anaerostipes_unclassified,Blautia_hansenii,Blautia_hydrogenotrophica,Blautia_producta,Coprococcus_catus,Coprococcus_sp_ART55_1,Dorea_unclassified,Lachnospiraceae_bacterium_1_4_56FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_4_1_37FAA,Lachnospiraceae_bacterium_5_1_57FAA,Lachnospiraceae_bacterium_6_1_63FAA,Lachnospiraceae_bacterium_8_1_57FAA,Lachnospiraceae_bacterium_9_1_43BFAA,Roseburia_unclassified,Oscillibacter_sp_KLE_1728,Oscillibacter_sp_KLE_1745,Clostridium_difficile,Anaerotruncus_colihominis,Anaerotruncus_unclassified,Ruminococcaceae_bacterium_D16,Ruminococcus_callidus,Ruminococcus_lactaris,Subdoligranulum_sp_4_3_54A2FAA,Catenibacterium_mitsuokai,Clostridium_ramosum,Clostridium_spiroforme,Erysipelotrichaceae_bacterium_21_3,Erysipelotrichaceae_bacterium_2_2_44A,Erysipelotrichaceae_bacterium_3_1_53,Erysipelotrichaceae_bacterium_5_2_54FAA,Erysipelotrichaceae_bacterium_6_1_45,Eubacterium_biforme,Eubacterium_cylindroides,Eubacterium_dolichum,Holdemania_filiformis,Holdemania_unclassified,Turicibacter_unclassified,Acidaminococcus_intestini,Acidaminococcus_unclassified,Phascolarctobacterium_succinatutens,Megamonas_hypermegale,Megamonas_unclassified,Megasphaera_micronuciformis,Megasphaera_unclassified,Veillonella_atypica,Veillonella_dispar,Fusobacterium_nucleatum,Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis,Sutterella_wadsworthensis,Bilophila_wadsworthia,Desulfovibrio_piger,Citrobacter_unclassified,Enterobacter_cloacae,Klebsiella_oxytoca,Klebsiella_pneumoniae,Klebsiella_unclassified,Proteus_mirabilis,Haemophilus_parainfluenzae,Methanobrevibacter_unclassified,Collinsella_stercoris,Bacteroides_clarus,Bacteroides_plebeius,Lactobacillus_delbrueckii,Lactobacillus_sakei
PRISM|7911,-0.289397779,2.239347682,-3.793461788,-1.328765636,-3.652003213,-3.250237863,-2.905895023,-1.612686029,-0.400704955,1.094375154,-4.260440686,-1.615139402,3.48294494,1.176781009,-3.60303828,-3.422338393,-5.192446132,-4.681620508,4.88144776,-3.034176115,-1.992119113,-0.321048986,3.69257449,-1.215744679,-4.149581986,4.923042132,1.393579841,3.397683426,-1.141974982,3.933049247,0.333856586,0.831063587,-3.045623795,-2.486011103,-0.783737307,-2.66212662,-4.49764505,3.136355582,3.015752246,5.190518992,-0.152237065,-4.345148272,4.474958718,0.176221999,-1.744762378,-2.25894755,-3.162701911,-4.149581986,-4.393972079,-2.21590108,-2.557090682,-1.759552761,-1.319422616,0.14288799,1.552181235,1.950477854,1.469627428,3.342749519,2.673160554,-2.358263014,-1.757801213,3.046689181,-2.117770694,2.970112682,1.259725884,-2.522125568,-2.74355695,2.609475375,3.668238105,3.618679422,2.677806323,1.701216815,2.039884442,-1.671678884,-3.497328752,4.183813105,-2.94830212,-2.340533222,-1.885481985,3.528244423,1.095555792,4.828508812,-2.640702872,7.569078539,-2.120374522,3.467526975,0.286839485,5.642768749,-3.561240822,-0.326297208,2.103600256,6.839961135,3.631060482,2.299174552,1.210687205,3.376154325,3.793270792,-3.279101283,-1.79601581,8.977937051,2.934205332,2.789387365,3.76710539,2.763340625,3.838564354,3.906613041,-2.578682112,-1.663898844,2.905804814,-3.155564205,-0.839863343,-0.573086211,-1.789926318,1.48191204,-1.970434375,-3.082830984,-3.42885754,-0.81795067,3.022691828,3.124688656,-3.533825657,-0.043832847,-2.570973394,-2.605988122,-1.315934109,-1.342748183,-1.411141258,-2.261957838,-2.11574532,-0.474147276,-2.002828979,-3.34568451,-3.688368735,-1.634822373,-2.277243324,1.432401164,-4.310765406,1.603513471,2.052814166,1.599712926,2.515891001,-0.120118715,1.25178532
PRISM|7912,-0.55963053,1.971788904,1.188822766,-1.598998387,-3.922235964,6.5586922,-3.176127774,3.04793604,-0.670937706,0.824142404,-4.530673437,-1.885372153,3.215386162,0.906548258,7.384409939,-3.692571143,-5.462678883,-4.951853259,3.742270399,-3.304408865,-2.262351863,3.183272376,3.425015712,-1.48597743,6.412476831,6.488429009,1.123347091,4.909343702,-1.412207732,6.299516105,0.063623835,0.560830836,-3.315856546,4.552739102,3.907489851,-2.534966503,6.183920783,2.868796804,2.748193468,-3.158227602,-0.422469815,-4.615381022,-2.441590604,-0.094010751,-2.014995128,-2.529180301,-3.432934661,-4.419814737,-4.664204829,-2.486133831,-2.827323433,-2.029785512,-1.589655367,-0.12734476,3.87546804,-2.140477595,1.199394678,2.824346933,1.515444503,-2.628495765,-2.028033964,-2.993599164,-2.388003444,-2.367676208,-3.240184998,-2.792358319,-3.0137897,-3.654376913,3.398005354,3.351120644,1.077372874,1.554101002,1.684541202,-1.941911635,4.516797978,-2.499241114,-3.218534871,-2.610765973,-2.155714736,-3.050954374,5.017270784,7.889406951,-2.910935622,-3.274626932,-2.390607273,-1.353231136,-3.922235964,-2.589926212,-3.831473573,5.442044522,-4.063694539,-2.777101538,3.363501704,2.028941801,0.940454455,-2.850283679,2.071255761,-3.549334033,2.368357055,5.474501516,2.663972582,2.521828587,-2.623827763,2.495781847,-3.496663975,-2.495664534,-2.848914863,-1.934131595,1.009799449,-3.425796956,-1.110096094,-0.843318962,-0.337741926,-0.651091745,2.857943082,-3.353063735,6.296929854,-1.08818342,2.75513305,2.854455906,-3.804058407,-0.314065597,3.098129938,2.145213504,-1.586166859,3.160359261,4.123247211,-2.532190588,3.448306691,-0.744380027,0.605093931,-3.61591726,4.378823164,-1.905055124,-2.547476075,1.162168413,5.091218895,1.33328072,1.785255388,1.329480176,2.248332223,-0.390351465,0.981552569
PRISM|7938,-0.023571132,2.512796944,-3.527635141,-1.062938989,-3.386176565,-2.984411215,-2.640068376,-1.346859381,0.253027786,1.360201802,-3.994614038,-1.349312755,3.756394202,1.442607656,-3.337211632,-2.772263289,-4.926619485,-4.415793861,-4.464617668,-2.768349467,-1.726292465,-0.055222339,3.966023752,-0.949918032,-3.883755339,-2.597189695,1.659406489,3.663510073,-0.876148334,-1.658158234,0.599683233,1.096890234,-2.779797148,-2.220184456,-0.51791066,-2.396299972,-4.231818402,3.409804843,3.289201508,-2.622168204,0.113589583,-4.079321624,1.864889942,0.442048647,-1.47893573,8.122576084,6.590716621,-3.883755339,-4.128145431,2.301972586,-2.291264034,-1.493726113,-1.053595969,0.408714638,-0.989239558,-1.604418197,1.735454076,-1.673473966,-1.102222169,-2.092436367,-1.491974566,-2.457539766,-1.851944046,8.725650055,-2.704125599,-2.256298921,1.914947607,2.411204235,3.934064752,3.892128684,5.625977433,3.189257381,-2.93418932,-1.405852237,-3.231502104,-1.963181716,-2.682475473,-1.690458119,-1.619655338,3.932579895,1.36138244,5.094335459,-2.374876224,-2.738567534,1.2699104,-0.817171738,-3.386176565,4.829288959,-0.028202651,5.628103908,5.711921055,-2.241042139,3.904509744,2.565001199,1.476513853,-2.314224281,-0.119983167,-3.013274635,-1.530189162,-3.29081715,3.20003198,3.062836627,3.446834714,3.036789887,-2.960604577,0.984274813,-2.312855464,-1.398072196,-2.154937919,-2.889737557,-0.574036696,3.183833114,-1.52409967,-1.539218896,-1.704607728,-2.817004336,0.140087375,-0.552124022,3.29614109,3.390515304,6.081002059,0.221993801,8.095924134,2.121463586,6.097036427,-1.076921536,-1.14531461,-1.99613119,-1.849918673,-0.208320629,-1.737002331,5.684011487,-3.422542088,-1.368995726,2.495852568,1.698227811,-4.044938758,1.869340119,2.326263428,1.865539574,2.789340263,0.145707933,1.517611967
PRISM|7941,-0.325235579,2.208675632,-3.829299588,-1.364603436,-3.687841013,-3.286075663,-2.941732823,-1.648523829,3.999373652,1.058537355,-4.296278486,-1.650977202,3.45227289,1.140943209,-3.63887608,-3.458176193,-5.228283932,-4.717458308,-4.766282115,-3.070013915,-2.027956913,-0.356886786,3.66190244,-1.251582479,-4.185419786,-2.898854142,1.357742041,3.361845626,-1.177812782,0.161617494,0.298018786,0.795225787,-3.081461595,-2.521848903,-0.819575107,-2.69796442,-4.53348285,3.105683532,2.985080196,-2.923832651,2.922246395,0.860184742,1.630668269,0.140384199,-1.780600177,-2.29478535,0.827214723,-4.185419786,-4.429809879,-2.25173888,-2.592928482,-1.795390561,-1.355260416,0.491859181,-1.290904005,-1.036935243,1.433789628,-1.975138413,-1.019077625,-2.394100814,-1.793639013,5.213857085,-2.153608494,7.500502097,6.072760196,8.280018913,-2.779394749,2.546583696,3.632400305,3.588007372,7.343620579,3.833160029,-3.235853767,-1.707516684,-3.533166552,0.224796396,3.039685611,-2.376371022,-1.921319785,5.740854992,1.059717992,4.792671012,0.244999103,-2.655422991,0.946858224,6.486901305,-3.687841013,6.522779164,-3.597078622,6.944225391,-3.829299588,2.632614445,3.600388432,2.263336752,4.220231622,-2.615888728,-0.421647615,-3.314939083,-1.83185361,-3.592481598,2.898367532,2.758715315,0.65212949,2.732668575,-3.262269024,0.579684029,-1.203170662,-1.699736644,3.683572549,-3.191402005,-0.875701143,-0.608924011,4.089278456,-1.840883343,-2.006272175,-3.118668784,0.40839265,-0.85378847,2.992019778,3.088850856,0.01243633,-0.079670646,4.167516846,2.316282457,6.404733822,-1.378585983,-1.446979058,-2.297795638,-2.15158312,-0.509985076,4.462998318,-3.38152231,-3.724206535,-1.670660173,-2.313081124,1.396563364,3.483285321,1.567675671,2.022142116,1.563875126,2.485218951,-0.155956515,1.21594752
PRISM|7947,0.152964059,2.683394854,-3.35109995,-0.886403798,-3.209641375,-2.807876025,6.483981768,-1.170324191,0.041656883,1.536736992,-3.818078848,-1.172777564,3.926992112,1.619142846,-3.160676442,-2.979976555,-4.750084294,-4.239258671,7.503646633,-2.591814277,-1.549757275,0.121312851,4.136621662,-0.773382841,-3.707220149,-2.420654505,1.835941679,3.840045264,-0.699613144,-1.481623044,0.776218424,1.273425424,-2.603261958,-2.043649265,-0.341375469,-2.219764782,-4.055283212,3.580402753,3.459799417,-2.445633013,0.290124773,0.912016155,7.348166524,0.618583837,-1.30240054,-1.816585712,1.774639986,-3.707220149,-3.951610241,-1.773539242,0.041938267,-1.317190923,-0.877060778,0.585249828,4.62789275,-1.427883007,1.911989266,-1.496938775,-0.925686978,-1.915901176,-1.315439375,-2.281004576,-1.675408856,6.125996698,-2.527590409,-2.079763731,-2.301195112,-2.941782324,4.110599943,4.062726594,-1.708421289,-1.479297773,-2.75765413,-1.229317046,-3.054966914,-1.786646526,6.260045612,-1.898171384,-1.443120147,4.701311488,1.53791763,5.270870649,-2.198341034,-2.562032344,-1.678012685,-0.640636547,-3.209641375,-1.877331623,-3.118878984,0.11606463,-3.35109995,-2.064506949,4.075107653,2.741536389,1.653049043,-2.137689091,0.056552023,-2.836739445,-1.353653972,-3.11428196,3.37656717,3.233434537,6.419067445,3.207387797,-2.784069386,-1.783069945,-2.136320274,-1.221537006,-1.978402728,-2.713202367,-0.397501506,-0.130724374,-1.34756448,-1.362683706,-1.528072537,-2.640469146,1.559072229,-0.375588832,3.466739,3.567050494,-3.091463819,8.490523305,1.203070912,-2.163626284,8.573973457,-0.900386345,-0.96877942,4.12075064,-1.673383482,-0.031785438,2.751421133,-2.903322672,4.311109222,7.938378955,-1.834881487,1.874763002,-3.868403568,2.045875309,2.496861337,2.042074764,2.959938173,0.322243123,1.694147157
PRISM|7948,-0.38524221,2.145123796,-3.889306219,-1.424610067,-3.747847644,8.029555545,-3.001739454,-1.70853046,-0.496549386,0.998530724,-4.356285117,-1.710983833,3.388721054,1.080936578,-3.698882711,-3.518182824,-5.288290563,-4.777464939,-4.826288746,-3.130020546,-2.087963544,-0.416893417,8.26999214,0.979139587,-4.245426417,-2.958860773,1.29773541,3.301838995,-1.237819413,1.407900257,0.238012155,0.735219156,-3.141468226,-2.581855534,-0.879581738,-2.757971051,-4.593489481,3.042131696,2.92152836,-2.983839282,-0.248081495,-4.440992703,1.485409394,0.080377568,-1.840606808,-2.354791981,1.350354772,-4.245426417,-4.489816509,-2.311745511,1.477769937,-1.855397192,1.741784562,3.943188328,-1.350910636,-1.966089275,1.373782997,-2.035145044,-1.463893247,4.110893836,3.369198913,3.241533799,-2.213615124,4.58698152,2.283231924,3.384809882,-2.83940138,4.326470812,3.572393674,3.524455536,2.142132556,1.144054633,-3.295860398,4.389303384,-3.593173183,3.981039669,5.603963845,3.732446379,-1.981326416,4.657802892,0.999711361,4.732664381,-2.736547302,-3.100238612,-2.216218953,-1.178842816,0.538988921,7.336946841,4.122072034,-0.422141639,3.140661386,1.581134598,3.536836596,2.203330121,1.114842775,-2.675895359,-0.481654246,-3.374945714,-1.89186024,-3.652488229,2.838360902,2.695163479,5.663046266,2.669116739,4.336546909,-0.011842038,4.305283198,6.904326728,-2.516608997,-3.251408636,-0.935707774,-0.668930642,-1.885770748,-1.900889974,-2.066278806,-3.178675415,0.766046371,-0.9137951,2.928467942,3.028844226,-3.629670087,-0.139677277,0.00836067,-2.701832553,-1.41177854,-1.438592614,-1.506985689,-2.357802269,4.56469069,-0.569991707,-2.09867341,-3.441528941,-3.784213166,-1.730666804,-2.373087755,1.336556733,-4.406609837,1.50766904,1.95859028,1.503868495,2.421667115,-0.215963145,1.155940889
PRISM|7955,7.958076381,2.210570312,-3.824266848,-1.359570696,7.621802679,-3.281042922,-2.936700083,-1.643491088,-0.431510015,1.063570095,-4.291245745,-1.645944462,3.45416757,1.145975949,3.698205779,-3.453143452,0.756133292,-4.712425568,-4.761249375,3.34699908,2.868340511,-0.351854046,3.66379712,2.080679646,5.191431054,3.721930944,1.362774782,3.366878367,-1.172780041,1.58225033,0.303051526,0.800258527,-0.127754016,3.959196125,-0.814542367,-1.687711871,5.053377962,3.107578211,2.986974876,-2.918799911,-0.183042124,-4.375953331,-2.202162913,0.14541694,-1.775567437,-2.289752609,-3.19350697,-4.180387046,5.761103869,-2.246706139,-2.587895741,-1.79035782,-1.350227676,0.112082931,2.160232278,3.817619665,1.438822369,-1.970105673,0.154478452,-2.389068074,-1.788606273,-2.754171473,-2.148575753,-2.128248517,-3.000757306,-2.552930628,-2.774362009,-3.414949222,3.637433045,5.277368474,-2.181588186,-1.952464671,3.18722219,-1.702483944,5.612481503,-2.259813423,-2.97910718,-2.371338282,0.797194779,-2.811526683,4.990586868,8.18166959,-2.671507931,-3.035199241,4.027612929,-1.113803445,-3.682808272,-2.35049852,-3.592045881,4.83923727,-3.824266848,-2.537673846,3.602283112,2.268369492,1.179882146,-2.610855988,1.661587072,-3.309906342,6.232935022,-3.587448857,2.903400273,6.693321847,-2.384400072,2.734563255,0.590439196,-2.256236843,-2.609487171,-1.694703903,-2.451569626,-3.186369264,-0.870668403,-0.603891271,0.645435872,2.663677794,0.159928056,-3.113636043,-3.459662599,-0.848755729,5.220388176,5.572471415,-3.564630716,-0.074637906,1.19882111,0.517146331,-1.346739168,-1.373553243,-1.441946317,-2.292762897,-2.14655038,-0.504952336,-2.033634038,2.917803083,-3.719173795,-1.665627433,-2.308048384,1.401596104,2.705885495,1.572708412,2.024036796,1.568907867,2.487113631,-0.150923774,1.22098026
PRISM|7971,0.202522426,2.740912266,-3.301541583,-0.836845431,2.283068979,-2.758317657,-2.413974818,-1.120765823,0.09121525,1.58629536,-3.76852048,-1.123219197,3.984509525,1.668701214,-3.111118075,-2.930418187,-4.700525927,-4.189700303,-4.23852411,-2.542255909,-1.500198907,0.170871219,4.194139074,-0.723824474,-3.657661781,-2.371096137,1.885500047,3.889603631,-0.650054776,-1.432064676,0.825776791,1.322983792,-2.55370359,-1.994090898,-0.291817102,-2.170206414,-4.005724844,3.637920166,3.51731683,-2.396074646,0.339683141,-3.853228066,-1.679437648,5.334951284,5.755082086,5.473147437,-0.486259225,6.790887714,6.935454266,8.962782217,6.769383543,6.239661879,-0.13062649,3.440447118,-0.763146,-1.378324639,1.961547634,-1.447380408,-0.876128611,-1.866342809,-1.265881008,-2.231446208,-1.625850488,-1.605523252,-2.478032041,-2.030205363,-2.251636744,-2.892223957,4.16015831,4.120244007,-1.658862921,-1.429739406,-2.708095762,-1.179758679,-3.005408546,-1.737088158,-2.456381915,-1.848613017,-1.39356178,-2.288801418,1.587475998,5.320429017,-0.637809123,-2.512473976,-1.628454317,-0.59107818,-3.160083007,-1.827773256,-3.069320617,0.165622997,-3.301541583,-0.973069972,4.132625066,2.791094757,1.702607411,-2.088130723,1.293273018,-2.787181077,-1.304095604,-3.064723593,3.426125538,3.29095195,-1.861674807,3.264905209,-2.734511019,-1.733511578,-2.086761906,-1.171978639,-1.928844361,-2.663643999,-0.347943138,-0.081166006,-1.298006112,-1.313125338,-1.47851417,-2.590910778,8.877959469,-0.326030464,3.524256412,3.616608862,-3.041905451,0.448087359,-2.079053189,-2.114067916,5.664587828,-0.850827978,-0.919221052,-1.770037632,-1.623825115,0.017772929,3.233770604,-2.853764304,5.928897403,1.661132979,4.952453941,1.924321369,-3.8188452,2.095433676,2.55437875,2.091633132,3.017455585,0.371801491,1.743705525
PRISM|7989,0.069496023,2.598194108,4.685423329,-0.969871834,-3.293109411,2.366964887,-2.547001221,-1.253792227,-0.041811154,1.453268956,-3.901546884,-1.2562456,3.841791367,1.53567481,-3.244144478,2.580176931,6.535907498,-4.322726707,-4.371550513,-2.675282313,-1.633225311,0.037844815,4.051420916,-0.856850877,-3.790688185,-2.504122541,1.752473643,3.756577228,-0.78308118,1.462370195,0.692750388,1.189957388,-2.686729994,-2.127117301,-0.424843505,-2.303232818,-4.138751248,3.495202008,3.374598672,0.987704553,0.206656737,4.189994999,2.501084342,0.535115801,-1.385868576,1.935276584,2.343154239,-3.790688185,-4.035078277,-1.857007278,-2.19819688,-1.400658959,-0.960528814,6.838590235,4.504120244,-1.511351043,1.82852123,-1.580406811,-1.009155014,-1.999369212,-1.398907412,-2.364472612,-1.758876892,4.168092106,-2.611058445,-2.163231767,4.956231552,-3.02525036,4.027131907,3.977525849,-1.791889325,-1.562765809,-2.841122166,-1.312785083,-3.13843495,-1.870114562,-2.589408319,-1.981639421,-1.526588183,-2.421827822,1.454449594,5.187402613,-2.28180907,-2.64550038,-1.761480721,-0.724104583,-3.293109411,-1.960799659,-3.20234702,0.032596594,-3.434567986,2.051448016,3.989906908,2.658068353,1.569581007,-2.221157127,-0.026916013,-2.920207481,-1.437122008,-3.197749996,3.293099134,3.148233792,4.048121365,3.122187051,-2.867537423,-1.866537981,-2.21978831,-1.305005042,-2.061870764,-2.796670403,-0.480969542,-0.21419241,-1.431032516,-1.446151742,-1.611540573,-2.723937182,1.988198985,-0.459056868,3.381538254,3.483582458,-3.174931855,0.315060955,8.872200129,1.426863507,-0.957040307,-0.983854381,-1.052247456,-1.903064036,-1.756851518,-0.115253474,2.807115553,-2.986790708,-3.329474934,8.583848043,7.907379168,1.791294966,1.414742146,1.962407273,2.411660592,1.958606728,2.874737427,0.238775087,1.610679121
PRISM|8095,0.108873755,2.63839043,-3.395190254,-0.930494102,2.908452247,-2.851966328,-2.507623489,-1.214414494,3.692959329,1.492646689,-3.862169152,-1.216867868,3.881987689,1.575052543,-3.204766746,-3.024066858,-4.794174598,-4.283348974,-4.332172781,-2.63590458,-1.593847578,0.077222548,4.091617238,-0.817473145,-3.751310452,-2.464744808,1.791851376,3.79595496,-0.743703447,0.950565907,0.73212812,1.229335121,-2.647352261,-2.087739569,-0.385465773,-2.263855085,-4.099373515,3.53539833,3.414794994,-2.489723317,6.312649659,5.422273544,3.191019218,0.574493534,-1.346490843,-1.860676016,3.699534483,-3.751310452,-3.995700544,-1.817629545,1.042584805,-1.361281226,1.429565099,0.541159525,-0.856794671,-1.47197331,1.867898963,3.404371401,-0.969777282,-1.95999148,-1.359529679,-2.325094879,-1.719499159,-1.699171923,-2.571680713,-2.123854034,-2.345285415,-2.985872628,4.066509639,4.017722171,-1.752511592,-1.523388077,-2.801744433,-1.27340735,-3.099057217,-1.830736829,-2.550030586,-1.942261688,-1.487210451,-2.382450089,1.493827327,5.226780346,1.883583432,-2.606122647,-0.423752263,-0.684726851,-0.7602245,-1.921421927,-3.162969288,0.071974326,-3.395190254,1.628538289,4.03010323,2.697446086,1.60895874,-2.181779394,0.01246172,-2.880829748,-1.397744275,-3.158372264,3.332476867,3.188430114,7.433323173,3.162383374,-2.82815969,-1.827160249,-2.180410578,-1.26562731,-2.022493032,-2.757292671,-0.441591809,-0.174814677,-1.391654783,-1.406774009,-1.572162841,-2.684559449,2.069059566,-0.419679135,3.421734576,3.522960191,1.480485189,7.901686449,-0.66491432,-2.207716587,8.654367421,-0.944476649,-1.012869723,-1.863686303,-1.717473786,-0.075875742,6.56230795,-2.947412975,5.035022385,8.43572955,-1.87897179,7.361483617,2.624165763,2.001785005,2.451856914,1.997984461,2.914933749,0.27815282,1.650056854
PRISM|8096,0.144959262,2.674188885,-3.359104747,-0.894408595,-3.217646171,-2.815880821,3.741440949,2.767572109,4.58266986,8.352616251,-3.826083645,-1.180782361,3.917786144,1.61113805,-3.168681239,-2.987981351,-4.758089091,-4.247263467,5.72011832,-2.599819073,-1.557762071,0.113308055,4.127415693,-0.781387638,-3.715224945,-2.428659301,1.827936883,3.832040467,-0.70761794,-1.48962784,0.768213627,1.265420628,-2.611266754,-2.051654062,-0.349380266,-2.227769578,-4.063288008,3.571196785,3.450593449,-2.45363781,0.282119977,-3.91079123,-1.737000812,0.610579041,-1.310405336,-1.824590509,-2.728344869,-3.715224945,-3.959615037,-1.781544038,-2.122733641,-1.32519572,-0.885065575,0.577245032,-0.820709164,3.343083822,1.90398447,-1.504943572,-0.933691775,3.40237954,-1.323444172,-2.289009372,-1.683413652,-1.663086416,-2.535595206,7.6771143,-2.309199908,-2.949787121,4.102595146,4.053520626,3.845507716,-1.48730257,-2.765658926,4.706712897,-3.06297171,-1.794651322,-2.513945079,-1.906176181,-1.451124944,3.236689868,1.529912834,5.262865853,-2.20634583,-2.57003714,-1.686017481,-0.648641344,-3.217646171,-1.88533642,3.283579091,8.016663266,2.706726093,6.069816319,4.065901685,2.733531593,1.645044247,-2.145693887,0.048547227,-2.844744241,-1.361658768,5.709023968,3.368562374,3.224228569,-1.919237971,3.198181828,-2.792074183,-1.791074742,-2.144325071,-1.229541803,-1.986407525,-2.721207164,-0.405506302,-0.13872917,4.19520781,-1.370688502,-1.536077334,-2.648473943,-2.994500499,-0.383593628,3.457533031,3.559045698,-3.099468615,0.390524195,-2.136616353,-2.17163108,-0.881577067,-0.908391142,-0.976784216,8.906782147,-1.681388279,-0.039790235,-1.568471937,-2.911327468,-3.254011694,-1.200465332,-1.842886283,1.866758205,6.129315771,2.037870512,2.487655369,2.034069968,2.950732204,0.314238327,1.686142361
PRISM|8101,-0.168540394,2.364980733,-3.672604403,-1.207908251,-3.531145828,-3.129380477,4.472283991,-1.491828644,-0.27984757,2.956468186,-4.139583301,-1.494282017,3.608577991,1.297638394,3.062513399,-3.301481007,-5.071588747,-4.560763123,4.235566946,-2.913318729,7.018973882,-0.200191601,3.818207541,6.806284528,2.921621455,-2.742158957,1.514437226,3.518540811,-1.021117596,6.715726019,0.454713971,0.951920972,-2.92476641,4.834382501,4.447873966,-2.541269234,6.627785652,3.261988632,3.141385296,-2.767137466,-0.031379679,-4.224290887,-2.050500468,0.297079384,-1.623904992,-2.138090165,-3.041844526,-4.028724601,-4.273114693,-2.095043695,-2.436233297,-1.638695376,-1.198565231,0.263745375,-1.13420882,-1.749387459,1.590484813,0.839382106,-1.247191431,-2.237405629,-1.636943828,3.576879509,-1.996913308,-1.976586073,1.471203989,-2.401268183,-2.622699564,-3.263286777,5.165864136,3.744312473,-0.69533226,-1.092829198,9.083711624,-1.550821499,5.451767579,-2.108150978,-2.827444735,-2.219675837,-1.7646246,-2.659864239,4.562079775,4.949366197,-2.519845486,3.382476334,0.645964735,3.067169334,-3.531145828,-2.198836076,-3.440383437,-0.205439823,-3.672604403,3.794651516,3.756693532,2.420031937,1.331544591,-2.459193543,2.424739288,-0.31963931,-1.675158424,-3.435786413,4.675975312,2.915020416,-2.232737627,2.888973676,-2.089658793,-2.104574398,-2.457824727,-1.543041459,0.629086698,-3.03470682,-0.719005958,-0.452228826,2.945406819,-1.684188158,-1.84957699,-2.961973599,-3.308000155,-0.697093284,3.148324878,3.245546042,-3.412968271,0.077024539,-2.450116009,-2.485130736,-1.195076723,4.581475423,4.523682125,-2.141100453,-0.157669982,-0.353289891,0.203201751,-3.224827124,-3.56751135,-1.513964988,-2.156385939,1.553258549,1.498330426,1.724370856,2.178447216,1.720570312,2.641524052,0.000738671,1.372642705
